0; Bruno Cardoso; azul; 1385471680667
5031; Jo�o Carvalho; amarelo; 1385471680725
5032; Nick Cardoso; laranja; 1385471680725
5033; Ricardo Carvalho; amarelo; 1385471680725
5034; Bruno Carvalho; vermelho; 1385471680725
5035; Bruno Cardoso; amarelo; 1385471680725
5036; Ricardo Cardoso; vermelho; 1385471680725
5037; Ricardo Delgado; laranja; 1385471680725
5038; Nick Carvalho; azul; 1385471680725
5039; Jo�o Cardoso; laranja; 1385471680725
5040; Nick Cardoso; laranja; 1385471680725
5041; Jos� Cardoso; verde; 1385471680725
5042; Bruno Neves; azul; 1385471680725
5043; Ricardo Costa; verde; 1385471680725
5044; Nick Neves; verde; 1385471680725
5045; Nick Cardoso; azul; 1385471680725
5046; Jos� Carvalho; azul; 1385471680725
5047; Ricardo Cardoso; amarelo; 1385471680725
5048; Bruno Carvalho; verde; 1385471680725
5049; Ricardo Carvalho; azul; 1385471680725
5050; Jos� Delgado; verde; 1385471680725
5051; Ricardo Carvalho; amarelo; 1385471680725
5052; Ricardo Neves; azul; 1385471680725
5053; Ricardo Carvalho; laranja; 1385471680725
5054; Jo�o Cardoso; laranja; 1385471680725
5055; Ricardo Costa; laranja; 1385471680725
5056; Nick Carvalho; vermelho; 1385471680725
5057; Jo�o Cardoso; amarelo; 1385471680725
5058; Jo�o Neves; verde; 1385471680725
5059; Miguel Carvalho; azul; 1385471680725
5060; Bruno Costa; verde; 1385471680725
5061; Ricardo Cardoso; vermelho; 1385471680725
5062; Miguel Neves; verde; 1385471680725
5063; Jo�o Cardoso; verde; 1385471680725
5064; Ricardo Carvalho; azul; 1385471680725
5065; Nick Carvalho; vermelho; 1385471680725
5066; Ricardo Costa; azul; 1385471680725
5067; Ricardo Costa; azul; 1385471680725
5068; Miguel Carvalho; amarelo; 1385471680725
5069; Miguel Carvalho; amarelo; 1385471680725
5070; Miguel Cardoso; azul; 1385471680725
5071; Jo�o Carvalho; laranja; 1385471680725
5072; Nick Carvalho; azul; 1385471680725
5073; Jo�o Neves; amarelo; 1385471680725
5074; Bruno Costa; azul; 1385471680725
5075; Bruno Cardoso; verde; 1385471680725
5076; Ricardo Costa; verde; 1385471680725
5077; Bruno Carvalho; vermelho; 1385471680725
5078; Ricardo Carvalho; laranja; 1385471680725
5079; Ricardo Neves; laranja; 1385471680725
5080; Nick Carvalho; amarelo; 1385471680725
5081; Nick Carvalho; laranja; 1385471680725
5082; Nick Cardoso; azul; 1385471680725
5083; Jo�o Cardoso; laranja; 1385471680725
5084; Miguel Delgado; vermelho; 1385471680725
5085; Nick Carvalho; amarelo; 1385471680725
5086; Nick Neves; laranja; 1385471680725
5087; Ricardo Carvalho; amarelo; 1385471680725
5088; Bruno Neves; azul; 1385471680725
5089; Miguel Delgado; vermelho; 1385471680725
5090; Nick Delgado; amarelo; 1385471680725
5091; Bruno Cardoso; amarelo; 1385471680725
5092; Bruno Delgado; amarelo; 1385471680725
5093; Ricardo Carvalho; amarelo; 1385471680725
5094; Jo�o Cardoso; vermelho; 1385471680725
5095; Ricardo Neves; laranja; 1385471680725
5096; Jo�o Costa; laranja; 1385471680725
5097; Ricardo Carvalho; amarelo; 1385471680725
5098; Jo�o Delgado; laranja; 1385471680725
5099; Nick Delgado; amarelo; 1385471680725
5100; Ricardo Delgado; verde; 1385471680725
5101; Ricardo Costa; laranja; 1385471680725
5102; Jos� Carvalho; laranja; 1385471680725
5103; Jos� Neves; amarelo; 1385471680725
5104; Jos� Neves; vermelho; 1385471680725
5105; Jo�o Delgado; laranja; 1385471680725
5106; Miguel Costa; amarelo; 1385471680725
5107; Jo�o Costa; laranja; 1385471680725
5108; Nick Neves; azul; 1385471680725
5109; Bruno Neves; laranja; 1385471680725
5110; Bruno Costa; laranja; 1385471680725
5111; Miguel Cardoso; verde; 1385471680725
5112; Jos� Cardoso; vermelho; 1385471680725
5113; Ricardo Delgado; azul; 1385471680725
5114; Jo�o Delgado; azul; 1385471680725
5115; Bruno Costa; laranja; 1385471680725
5116; Jos� Carvalho; amarelo; 1385471680725
5117; Bruno Cardoso; verde; 1385471680725
5118; Nick Neves; vermelho; 1385471680725
5119; Miguel Delgado; vermelho; 1385471680725
5120; Ricardo Delgado; amarelo; 1385471680725
5121; Bruno Costa; laranja; 1385471680725
5122; Jos� Neves; verde; 1385471680725
5123; Jo�o Neves; azul; 1385471680725
5124; Jos� Costa; laranja; 1385471680725
5125; Miguel Delgado; amarelo; 1385471680725
5126; Bruno Delgado; vermelho; 1385471680725
5127; Nick Neves; vermelho; 1385471680725
5128; Ricardo Delgado; vermelho; 1385471680725
5129; Bruno Cardoso; laranja; 1385471680725
5130; Jos� Carvalho; verde; 1385471680725
5131; Jo�o Delgado; laranja; 1385471680725
5132; Jos� Carvalho; azul; 1385471680725
5133; Nick Delgado; amarelo; 1385471680725
5134; Bruno Cardoso; verde; 1385471680725
5135; Jo�o Neves; laranja; 1385471680725
5136; Jo�o Costa; vermelho; 1385471680725
5137; Bruno Carvalho; verde; 1385471680725
5138; Bruno Delgado; vermelho; 1385471680725
5139; Jos� Carvalho; azul; 1385471680725
5140; Nick Cardoso; amarelo; 1385471680725
5141; Bruno Delgado; vermelho; 1385471680725
5142; Bruno Neves; azul; 1385471680725
5143; Ricardo Neves; laranja; 1385471680725
5144; Bruno Carvalho; vermelho; 1385471680725
5145; Jos� Delgado; vermelho; 1385471680725
5146; Miguel Carvalho; vermelho; 1385471680725
5147; Ricardo Cardoso; vermelho; 1385471680725
5148; Ricardo Cardoso; amarelo; 1385471680725
5149; Jos� Delgado; vermelho; 1385471680725
5150; Jos� Cardoso; laranja; 1385471680725
5151; Miguel Delgado; laranja; 1385471680725
5152; Nick Carvalho; vermelho; 1385471680725
5153; Bruno Neves; verde; 1385471680725
5154; Nick Neves; azul; 1385471680725
5155; Ricardo Carvalho; vermelho; 1385471680725
5156; Jos� Neves; amarelo; 1385471680725
5157; Bruno Carvalho; amarelo; 1385471680725
5158; Miguel Carvalho; verde; 1385471680725
5159; Jos� Neves; azul; 1385471680725
5160; Nick Cardoso; vermelho; 1385471680725
5161; Bruno Delgado; azul; 1385471680725
5162; Ricardo Costa; vermelho; 1385471680725
5163; Miguel Carvalho; vermelho; 1385471680725
5164; Nick Delgado; laranja; 1385471680725
5165; Miguel Delgado; laranja; 1385471680725
5166; Ricardo Carvalho; verde; 1385471680725
5167; Nick Cardoso; laranja; 1385471680725
5168; Jo�o Costa; laranja; 1385471680725
5169; Miguel Cardoso; amarelo; 1385471680725
5170; Jos� Delgado; vermelho; 1385471680725
5171; Bruno Carvalho; verde; 1385471680725
5172; Bruno Delgado; verde; 1385471680725
5173; Bruno Delgado; verde; 1385471680725
5174; Miguel Delgado; laranja; 1385471680725
5175; Bruno Carvalho; amarelo; 1385471680725
5176; Nick Carvalho; laranja; 1385471680725
5177; Miguel Carvalho; amarelo; 1385471680725
5178; Jo�o Costa; azul; 1385471680725
5179; Nick Cardoso; verde; 1385471680725
5180; Bruno Delgado; vermelho; 1385471680725
5181; Nick Costa; verde; 1385471680725
5182; Bruno Carvalho; laranja; 1385471680725
5183; Jo�o Carvalho; vermelho; 1385471680725
5184; Jos� Cardoso; vermelho; 1385471680725
5185; Miguel Cardoso; amarelo; 1385471680725
5186; Bruno Costa; verde; 1385471680725
5187; Jo�o Costa; verde; 1385471680725
5188; Bruno Costa; laranja; 1385471680725
5189; Jo�o Costa; vermelho; 1385471680725
5190; Nick Carvalho; laranja; 1385471680725
5191; Bruno Neves; vermelho; 1385471680725
5192; Jo�o Neves; azul; 1385471680725
5193; Jos� Neves; azul; 1385471680725
5194; Jos� Neves; azul; 1385471680725
5195; Bruno Costa; vermelho; 1385471680725
5196; Ricardo Delgado; azul; 1385471680725
5197; Ricardo Delgado; azul; 1385471680725
5198; Nick Cardoso; vermelho; 1385471680725
5199; Bruno Neves; azul; 1385471680725
5200; Nick Neves; amarelo; 1385471680725
5201; Jo�o Neves; laranja; 1385471680725
5202; Bruno Carvalho; verde; 1385471680725
5203; Jo�o Costa; azul; 1385471680725
5204; Nick Delgado; vermelho; 1385471680725
5205; Miguel Cardoso; vermelho; 1385471680725
5206; Ricardo Costa; azul; 1385471680725
5207; Ricardo Neves; verde; 1385471680725
5208; Jo�o Carvalho; amarelo; 1385471680725
5209; Ricardo Neves; laranja; 1385471680725
5210; Ricardo Cardoso; azul; 1385471680725
5211; Bruno Costa; laranja; 1385471680725
5212; Miguel Carvalho; azul; 1385471680725
5213; Miguel Costa; amarelo; 1385471680725
5214; Nick Costa; verde; 1385471680725
5215; Nick Delgado; verde; 1385471680726
5216; Miguel Cardoso; vermelho; 1385471680726
5217; Miguel Costa; verde; 1385471680726
5218; Jo�o Carvalho; amarelo; 1385471680726
5219; Miguel Carvalho; verde; 1385471680726
5220; Nick Neves; vermelho; 1385471680726
5221; Ricardo Carvalho; amarelo; 1385471680726
5222; Nick Neves; amarelo; 1385471680726
5223; Miguel Carvalho; amarelo; 1385471680726
5224; Nick Carvalho; verde; 1385471680726
5225; Bruno Cardoso; azul; 1385471680726
5226; Nick Costa; vermelho; 1385471680726
5227; Bruno Cardoso; amarelo; 1385471680726
5228; Nick Cardoso; verde; 1385471680726
5229; Bruno Neves; azul; 1385471680726
5230; Jos� Carvalho; azul; 1385471680726
5231; Bruno Cardoso; vermelho; 1385471680726
5232; Bruno Delgado; laranja; 1385471680726
5233; Bruno Neves; amarelo; 1385471680726
5234; Miguel Delgado; vermelho; 1385471680726
5235; Ricardo Neves; azul; 1385471680726
5236; Nick Neves; verde; 1385471680726
5237; Nick Cardoso; vermelho; 1385471680726
5238; Ricardo Neves; laranja; 1385471680726
5239; Jo�o Costa; vermelho; 1385471680726
5240; Jo�o Neves; amarelo; 1385471680726
5241; Jo�o Carvalho; amarelo; 1385471680726
5242; Nick Cardoso; vermelho; 1385471680726
5243; Jos� Cardoso; azul; 1385471680726
5244; Jos� Delgado; amarelo; 1385471680726
5245; Nick Costa; vermelho; 1385471680726
5246; Miguel Cardoso; vermelho; 1385471680726
5247; Miguel Neves; amarelo; 1385471680726
5248; Jo�o Cardoso; amarelo; 1385471680726
5249; Jos� Cardoso; verde; 1385471680726
5250; Bruno Neves; verde; 1385471680726
5251; Ricardo Carvalho; azul; 1385471680726
5252; Jos� Cardoso; amarelo; 1385471680726
5253; Jos� Costa; amarelo; 1385471680726
5254; Ricardo Delgado; vermelho; 1385471680726
5255; Ricardo Neves; laranja; 1385471680726
5256; Nick Neves; azul; 1385471680726
5257; Jo�o Cardoso; vermelho; 1385471680726
5258; Miguel Carvalho; verde; 1385471680726
5259; Jo�o Carvalho; laranja; 1385471680726
5260; Nick Cardoso; laranja; 1385471680726
5261; Bruno Carvalho; vermelho; 1385471680726
5262; Nick Costa; vermelho; 1385471680726
5263; Ricardo Carvalho; laranja; 1385471680726
5264; Nick Carvalho; vermelho; 1385471680726
5265; Bruno Delgado; azul; 1385471680726
5266; Ricardo Delgado; amarelo; 1385471680726
5267; Ricardo Neves; vermelho; 1385471680726
5268; Miguel Costa; verde; 1385471680726
5269; Bruno Neves; vermelho; 1385471680726
5270; Bruno Neves; vermelho; 1385471680726
5271; Miguel Delgado; verde; 1385471680726
5272; Jos� Neves; amarelo; 1385471680726
5273; Miguel Neves; vermelho; 1385471680726
5274; Ricardo Carvalho; verde; 1385471680726
5275; Jo�o Costa; vermelho; 1385471680726
5276; Miguel Delgado; amarelo; 1385471680726
5277; Bruno Carvalho; vermelho; 1385471680726
5278; Jos� Carvalho; amarelo; 1385471680726
5279; Miguel Neves; azul; 1385471680726
5280; Jos� Neves; laranja; 1385471680726
5281; Jos� Neves; azul; 1385471680726
5282; Miguel Neves; vermelho; 1385471680726
5283; Jo�o Carvalho; amarelo; 1385471680726
5284; Jo�o Delgado; vermelho; 1385471680726
5285; Ricardo Cardoso; amarelo; 1385471680726
5286; Nick Costa; verde; 1385471680726
5287; Ricardo Neves; verde; 1385471680726
5288; Nick Cardoso; amarelo; 1385471680726
5289; Nick Neves; laranja; 1385471680726
5290; Jos� Carvalho; amarelo; 1385471680726
5291; Miguel Cardoso; amarelo; 1385471680726
5292; Jos� Carvalho; vermelho; 1385471680726
5293; Miguel Costa; amarelo; 1385471680726
5294; Bruno Costa; laranja; 1385471680726
5295; Jos� Neves; amarelo; 1385471680726
5296; Ricardo Costa; vermelho; 1385471680726
5297; Bruno Delgado; amarelo; 1385471680726
5298; Ricardo Neves; vermelho; 1385471680726
5299; Jos� Delgado; laranja; 1385471680726
5300; Bruno Cardoso; amarelo; 1385471680726
5301; Miguel Costa; azul; 1385471680726
5302; Jos� Delgado; laranja; 1385471680726
5303; Bruno Neves; amarelo; 1385471680726
5304; Miguel Costa; amarelo; 1385471680726
5305; Jos� Delgado; verde; 1385471680726
5306; Miguel Cardoso; laranja; 1385471680726
5307; Nick Cardoso; azul; 1385471680726
5308; Nick Cardoso; verde; 1385471680726
5309; Jos� Carvalho; laranja; 1385471680726
5310; Bruno Costa; vermelho; 1385471680726
5311; Miguel Cardoso; azul; 1385471680726
5312; Jo�o Cardoso; verde; 1385471680726
5313; Ricardo Neves; verde; 1385471680726
5314; Jos� Neves; vermelho; 1385471680726
5315; Bruno Neves; vermelho; 1385471680726
5316; Bruno Delgado; azul; 1385471680726
5317; Bruno Costa; azul; 1385471680726
5318; Ricardo Cardoso; laranja; 1385471680726
5319; Miguel Carvalho; laranja; 1385471680726
5320; Miguel Cardoso; azul; 1385471680726
5321; Nick Costa; azul; 1385471680726
5322; Jos� Cardoso; amarelo; 1385471680726
5323; Nick Neves; amarelo; 1385471680726
5324; Bruno Cardoso; vermelho; 1385471680726
5325; Bruno Costa; vermelho; 1385471680726
5326; Jo�o Delgado; laranja; 1385471680726
5327; Jo�o Cardoso; vermelho; 1385471680726
5328; Miguel Neves; verde; 1385471680726
5329; Ricardo Delgado; amarelo; 1385471680726
5330; Bruno Cardoso; amarelo; 1385471680726
5331; Bruno Neves; vermelho; 1385471680726
5332; Miguel Delgado; amarelo; 1385471680726
5333; Miguel Carvalho; amarelo; 1385471680726
5334; Nick Cardoso; verde; 1385471680726
5335; Nick Costa; vermelho; 1385471680726
5336; Jos� Delgado; laranja; 1385471680726
5337; Nick Costa; verde; 1385471680726
5338; Miguel Cardoso; vermelho; 1385471680726
5339; Jo�o Neves; azul; 1385471680726
5340; Jos� Delgado; amarelo; 1385471680726
5341; Nick Cardoso; amarelo; 1385471680726
5342; Bruno Costa; azul; 1385471680726
5343; Bruno Delgado; amarelo; 1385471680726
5344; Miguel Delgado; amarelo; 1385471680726
5345; Miguel Costa; amarelo; 1385471680726
5346; Miguel Delgado; azul; 1385471680726
5347; Bruno Cardoso; azul; 1385471680726
5348; Jo�o Costa; vermelho; 1385471680726
5349; Jos� Costa; laranja; 1385471680726
5350; Nick Neves; vermelho; 1385471680726
5351; Jos� Neves; azul; 1385471680726
5352; Jo�o Costa; amarelo; 1385471680726
5353; Ricardo Delgado; laranja; 1385471680726
5354; Nick Neves; laranja; 1385471680726
5355; Ricardo Neves; amarelo; 1385471680726
5356; Jos� Carvalho; amarelo; 1385471680726
5357; Ricardo Delgado; azul; 1385471680726
5358; Nick Carvalho; vermelho; 1385471680726
5359; Miguel Neves; verde; 1385471680726
5360; Jos� Cardoso; amarelo; 1385471680726
5361; Bruno Carvalho; verde; 1385471680726
5362; Miguel Neves; amarelo; 1385471680726
5363; Jo�o Carvalho; verde; 1385471680726
5364; Miguel Costa; azul; 1385471680726
5365; Miguel Carvalho; laranja; 1385471680726
5366; Bruno Cardoso; vermelho; 1385471680726
5367; Nick Neves; laranja; 1385471680726
5368; Jo�o Carvalho; amarelo; 1385471680726
5369; Nick Delgado; amarelo; 1385471680726
5370; Miguel Cardoso; amarelo; 1385471680726
5371; Miguel Neves; verde; 1385471680726
5372; Jos� Cardoso; amarelo; 1385471680726
5373; Jo�o Delgado; azul; 1385471680726
5374; Ricardo Neves; azul; 1385471680726
5375; Jo�o Cardoso; verde; 1385471680726
5376; Bruno Neves; verde; 1385471680726
5377; Nick Carvalho; azul; 1385471680726
5378; Jos� Costa; laranja; 1385471680726
5379; Ricardo Neves; amarelo; 1385471680726
5380; Ricardo Neves; azul; 1385471680726
5381; Nick Costa; amarelo; 1385471680726
5382; Ricardo Cardoso; laranja; 1385471680726
5383; Bruno Delgado; vermelho; 1385471680726
5384; Jo�o Carvalho; laranja; 1385471680726
5385; Ricardo Delgado; vermelho; 1385471680726
5386; Jo�o Costa; laranja; 1385471680726
5387; Jos� Carvalho; amarelo; 1385471680726
5388; Jos� Cardoso; verde; 1385471680726
5389; Jos� Cardoso; vermelho; 1385471680726
5390; Ricardo Carvalho; laranja; 1385471680726
5391; Bruno Cardoso; azul; 1385471680726
5392; Jos� Carvalho; azul; 1385471680726
5393; Bruno Costa; azul; 1385471680726
5394; Jos� Cardoso; azul; 1385471680726
5395; Jos� Costa; azul; 1385471680726
5396; Jo�o Delgado; verde; 1385471680726
5397; Bruno Cardoso; laranja; 1385471680726
5398; Miguel Delgado; amarelo; 1385471680726
5399; Miguel Delgado; amarelo; 1385471680726
5400; Ricardo Costa; laranja; 1385471680726
5401; Jo�o Costa; amarelo; 1385471680726
5402; Nick Costa; amarelo; 1385471680726
5403; Miguel Neves; amarelo; 1385471680726
5404; Miguel Neves; azul; 1385471680726
5405; Jo�o Costa; verde; 1385471680726
5406; Miguel Neves; verde; 1385471680726
5407; Nick Carvalho; verde; 1385471680726
5408; Miguel Neves; azul; 1385471680726
5409; Jos� Neves; vermelho; 1385471680726
5410; Miguel Cardoso; verde; 1385471680726
5411; Nick Cardoso; vermelho; 1385471680726
5412; Ricardo Carvalho; laranja; 1385471680726
5413; Miguel Delgado; azul; 1385471680726
5414; Miguel Neves; azul; 1385471680726
5415; Miguel Neves; azul; 1385471680726
5416; Miguel Carvalho; verde; 1385471680726
5417; Jo�o Costa; laranja; 1385471680726
5418; Nick Carvalho; laranja; 1385471680726
5419; Jo�o Delgado; laranja; 1385471680726
5420; Miguel Costa; amarelo; 1385471680726
5421; Ricardo Costa; verde; 1385471680726
5422; Ricardo Neves; verde; 1385471680726
5423; Jo�o Carvalho; amarelo; 1385471680726
5424; Jos� Neves; vermelho; 1385471680726
5425; Bruno Cardoso; verde; 1385471680726
5426; Jos� Costa; vermelho; 1385471680726
5427; Nick Neves; laranja; 1385471680726
5428; Jo�o Carvalho; azul; 1385471680726
5429; Ricardo Carvalho; verde; 1385471680726
5430; Nick Neves; amarelo; 1385471680726
5431; Jo�o Neves; amarelo; 1385471680726
5432; Miguel Carvalho; verde; 1385471680726
5433; Jos� Costa; vermelho; 1385471680726
5434; Ricardo Carvalho; azul; 1385471680726
5435; Nick Costa; vermelho; 1385471680726
5436; Ricardo Costa; vermelho; 1385471680726
5437; Nick Neves; vermelho; 1385471680726
5438; Nick Neves; laranja; 1385471680726
5439; Miguel Carvalho; vermelho; 1385471680726
5440; Ricardo Carvalho; verde; 1385471680726
5441; Bruno Cardoso; vermelho; 1385471680726
5442; Nick Cardoso; laranja; 1385471680726
5443; Ricardo Cardoso; verde; 1385471680726
5444; Jo�o Delgado; vermelho; 1385471680726
5445; Bruno Cardoso; azul; 1385471680726
5446; Ricardo Delgado; vermelho; 1385471680726
5447; Jos� Costa; verde; 1385471680726
5448; Jo�o Costa; amarelo; 1385471680726
5449; Jo�o Delgado; azul; 1385471680726
5450; Bruno Neves; vermelho; 1385471680726
5451; Jos� Neves; laranja; 1385471680726
5452; Jo�o Carvalho; laranja; 1385471680726
5453; Ricardo Cardoso; laranja; 1385471680726
5454; Miguel Carvalho; verde; 1385471680726
5455; Nick Cardoso; azul; 1385471680726
5456; Jos� Cardoso; amarelo; 1385471680726
5457; Nick Neves; vermelho; 1385471680726
5458; Nick Carvalho; laranja; 1385471680726
5459; Jo�o Delgado; azul; 1385471680726
5460; Nick Costa; vermelho; 1385471680726
5461; Nick Neves; laranja; 1385471680726
5462; Ricardo Costa; vermelho; 1385471680726
5463; Bruno Carvalho; vermelho; 1385471680726
5464; Miguel Neves; azul; 1385471680726
5465; Jo�o Carvalho; azul; 1385471680726
5466; Nick Carvalho; laranja; 1385471680726
5467; Miguel Delgado; azul; 1385471680726
5468; Nick Neves; vermelho; 1385471680726
5469; Miguel Cardoso; azul; 1385471680726
5470; Jos� Delgado; verde; 1385471680726
5471; Jos� Carvalho; azul; 1385471680726
5472; Jo�o Carvalho; amarelo; 1385471680726
5473; Bruno Cardoso; amarelo; 1385471680726
5474; Nick Costa; vermelho; 1385471680726
5475; Miguel Delgado; laranja; 1385471680726
5476; Nick Neves; azul; 1385471680726
5477; Jos� Costa; azul; 1385471680726
5478; Jo�o Carvalho; verde; 1385471680726
5479; Jo�o Cardoso; vermelho; 1385471680726
5480; Jo�o Neves; verde; 1385471680726
5481; Jos� Neves; laranja; 1385471680726
5482; Jo�o Delgado; amarelo; 1385471680726
5483; Miguel Costa; amarelo; 1385471680726
5484; Nick Carvalho; azul; 1385471680726
5485; Miguel Neves; vermelho; 1385471680726
5486; Ricardo Delgado; vermelho; 1385471680726
5487; Jo�o Delgado; amarelo; 1385471680726
5488; Jos� Costa; azul; 1385471680726
5489; Jos� Neves; laranja; 1385471680726
5490; Ricardo Costa; verde; 1385471680726
5491; Jo�o Delgado; azul; 1385471680726
5492; Ricardo Carvalho; amarelo; 1385471680726
5493; Nick Carvalho; amarelo; 1385471680726
5494; Bruno Carvalho; azul; 1385471680726
5495; Jo�o Neves; azul; 1385471680726
5496; Nick Costa; vermelho; 1385471680726
5497; Miguel Delgado; azul; 1385471680726
5498; Nick Costa; laranja; 1385471680726
5499; Ricardo Carvalho; azul; 1385471680726
5500; Bruno Costa; azul; 1385471680726
5501; Bruno Cardoso; amarelo; 1385471680726
5502; Jo�o Delgado; amarelo; 1385471680726
5503; Jos� Carvalho; laranja; 1385471680726
5504; Ricardo Costa; azul; 1385471680726
5505; Jos� Cardoso; azul; 1385471680726
5506; Miguel Costa; laranja; 1385471680726
5507; Nick Carvalho; laranja; 1385471680726
5508; Ricardo Costa; laranja; 1385471680726
5509; Jo�o Costa; laranja; 1385471680726
5510; Bruno Costa; laranja; 1385471680726
5511; Miguel Delgado; vermelho; 1385471680726
5512; Ricardo Cardoso; laranja; 1385471680726
5513; Miguel Cardoso; verde; 1385471680726
5514; Miguel Costa; verde; 1385471680726
5515; Bruno Carvalho; laranja; 1385471680726
5516; Ricardo Costa; verde; 1385471680726
5517; Miguel Cardoso; laranja; 1385471680726
5518; Miguel Cardoso; verde; 1385471680726
5519; Ricardo Costa; azul; 1385471680726
5520; Miguel Costa; verde; 1385471680726
5521; Ricardo Cardoso; vermelho; 1385471680726
5522; Miguel Delgado; vermelho; 1385471680726
5523; Jo�o Cardoso; azul; 1385471680726
5524; Nick Delgado; amarelo; 1385471680726
5525; Jos� Costa; amarelo; 1385471680727
5526; Miguel Cardoso; verde; 1385471680727
5527; Jos� Cardoso; amarelo; 1385471680727
5528; Jo�o Cardoso; amarelo; 1385471680727
5529; Jo�o Cardoso; azul; 1385471680727
5530; Bruno Neves; azul; 1385471680727
5531; Bruno Neves; verde; 1385471680727
5532; Bruno Cardoso; azul; 1385471680727
5533; Miguel Delgado; verde; 1385471680727
5534; Nick Costa; vermelho; 1385471680727
5535; Miguel Neves; verde; 1385471680727
5536; Nick Cardoso; amarelo; 1385471680727
5537; Bruno Delgado; amarelo; 1385471680727
5538; Nick Carvalho; vermelho; 1385471680727
5539; Jo�o Costa; amarelo; 1385471680727
5540; Miguel Costa; vermelho; 1385471680727
5541; Miguel Cardoso; azul; 1385471680727
5542; Miguel Cardoso; amarelo; 1385471680727
5543; Miguel Cardoso; laranja; 1385471680727
5544; Bruno Neves; laranja; 1385471680727
5545; Jos� Neves; amarelo; 1385471680727
5546; Nick Carvalho; azul; 1385471680727
5547; Ricardo Carvalho; azul; 1385471680727
5548; Bruno Neves; laranja; 1385471680727
5549; Bruno Carvalho; amarelo; 1385471680727
5550; Bruno Cardoso; verde; 1385471680727
5551; Ricardo Carvalho; vermelho; 1385471680727
5552; Ricardo Neves; vermelho; 1385471680727
5553; Jo�o Costa; amarelo; 1385471680727
5554; Nick Carvalho; amarelo; 1385471680727
5555; Jo�o Costa; verde; 1385471680727
5556; Ricardo Carvalho; laranja; 1385471680727
5557; Bruno Costa; laranja; 1385471680727
5558; Miguel Neves; laranja; 1385471680727
5559; Jo�o Delgado; laranja; 1385471680727
5560; Jos� Cardoso; laranja; 1385471680727
5561; Nick Costa; verde; 1385471680727
5562; Ricardo Neves; azul; 1385471680727
5563; Ricardo Costa; azul; 1385471680727
5564; Ricardo Carvalho; laranja; 1385471680727
5565; Jo�o Delgado; laranja; 1385471680727
5566; Jo�o Cardoso; vermelho; 1385471680727
5567; Bruno Carvalho; amarelo; 1385471680727
5568; Nick Neves; amarelo; 1385471680727
5569; Jo�o Delgado; azul; 1385471680727
5570; Ricardo Neves; amarelo; 1385471680727
5571; Jos� Carvalho; amarelo; 1385471680727
5572; Jo�o Delgado; verde; 1385471680727
5573; Nick Carvalho; verde; 1385471680727
5574; Bruno Carvalho; vermelho; 1385471680727
5575; Jo�o Neves; azul; 1385471680727
5576; Miguel Neves; verde; 1385471680727
5577; Ricardo Carvalho; laranja; 1385471680727
5578; Jos� Cardoso; azul; 1385471680727
5579; Bruno Cardoso; verde; 1385471680727
5580; Miguel Costa; azul; 1385471680727
5581; Ricardo Neves; verde; 1385471680727
5582; Ricardo Cardoso; verde; 1385471680727
5583; Jo�o Carvalho; verde; 1385471680727
5584; Miguel Cardoso; amarelo; 1385471680727
5585; Jos� Delgado; vermelho; 1385471680727
5586; Jo�o Neves; verde; 1385471680727
5587; Bruno Neves; vermelho; 1385471680727
5588; Nick Costa; azul; 1385471680727
5589; Jos� Carvalho; azul; 1385471680727
5590; Ricardo Delgado; laranja; 1385471680727
5591; Jos� Neves; verde; 1385471680727
5592; Jos� Carvalho; laranja; 1385471680727
5593; Miguel Carvalho; verde; 1385471680727
5594; Nick Carvalho; azul; 1385471680727
5595; Ricardo Cardoso; vermelho; 1385471680727
5596; Ricardo Carvalho; laranja; 1385471680727
5597; Ricardo Costa; vermelho; 1385471680727
5598; Bruno Cardoso; azul; 1385471680727
5599; Jos� Cardoso; verde; 1385471680727
5600; Jos� Costa; laranja; 1385471680727
5601; Jos� Delgado; laranja; 1385471680727
5602; Miguel Neves; verde; 1385471680727
5603; Jos� Delgado; verde; 1385471680727
5604; Ricardo Costa; verde; 1385471680727
5605; Miguel Neves; amarelo; 1385471680727
5606; Ricardo Costa; verde; 1385471680727
5607; Jos� Neves; verde; 1385471680727
5608; Nick Delgado; verde; 1385471680727
5609; Miguel Costa; verde; 1385471680727
5610; Nick Costa; azul; 1385471680727
5611; Jo�o Cardoso; laranja; 1385471680727
5612; Jos� Cardoso; verde; 1385471680727
5613; Miguel Delgado; azul; 1385471680727
5614; Ricardo Neves; vermelho; 1385471680727
5615; Bruno Cardoso; azul; 1385471680727
5616; Nick Delgado; laranja; 1385471680727
5617; Nick Cardoso; amarelo; 1385471680727
5618; Jos� Neves; azul; 1385471680727
5619; Jo�o Cardoso; verde; 1385471680727
5620; Nick Neves; verde; 1385471680727
5621; Ricardo Delgado; laranja; 1385471680727
5622; Jo�o Cardoso; amarelo; 1385471680727
5623; Nick Cardoso; verde; 1385471680727
5624; Nick Costa; laranja; 1385471680727
5625; Jos� Carvalho; amarelo; 1385471680727
5626; Ricardo Delgado; verde; 1385471680727
5627; Miguel Costa; azul; 1385471680727
5628; Nick Cardoso; verde; 1385471680727
5629; Jos� Delgado; vermelho; 1385471680727
5630; Bruno Delgado; laranja; 1385471680727
5631; Nick Delgado; azul; 1385471680727
5632; Miguel Costa; laranja; 1385471680727
